raw_eigenvector_1,raw_eigenvector_2,normalized_coordinate_1,normalized_coordinate_2,cluster
-0.01670578029827996,0.011516535003303172,-0.8233208620010714,0.5675762135553364,0
-0.014761317197757837,-0.039803945001412114,-0.34771028144497085,-0.9376020265429568,1
-0.016710779655036964,0.013549035484237934,-0.7767613270583599,0.6297950784076798,0
-0.01663322740417409,0.018858778889357965,-0.6614679755569067,0.7499734110704508,0
-0.016616902830583164,0.017978002757395518,-0.6787612740025591,0.7343589945758292,0
-0.015577518905061195,-0.023578953477487334,-0.5512219788131464,-0.834358633965826,1
-0.01628150314100808,-0.01431647612821629,-0.7509707259360511,-0.6603354971429906,1
-0.015317467250609796,-0.026889611991439865,-0.49496860170860507,-0.8689108604008976,1
-0.01660265400564954,0.017398508323930098,-0.6903666685848978,0.7234596484303667,0
-0.01652187805059337,0.005706618455299393,-0.9452067907596846,0.32647223879187326,0
-0.01655744705765713,0.021220443521459145,-0.6151588628191237,0.7884031795313121,0
-0.016261033947763143,-0.0037795473588416477,-0.9740356196078123,-0.226394813843483,1
-0.015845466160665428,-0.016128290454387448,-0.7008246418404603,-0.7133335975468914,1
-0.01647567249537398,0.0002553000159217015,-0.9998799651964333,0.01549371481535057,0
-0.016649978631098412,0.01928966535878951,-0.6534112969082602,0.75700308920946,0
-0.01650911422444931,0.016334396919597347,-0.7108583119557458,0.7033352403537217,0
-0.015943133575156417,0.00340419460365606,-0.9779553622487381,0.20881405472079537,0
-0.016632166151464654,0.01284200960241749,-0.7915179313934749,0.6111459435213444,0
-0.016589683424075168,0.02234577049894164,-0.5960916984298898,0.8029163636786645,0
-0.016594932911069168,0.0051392198387016,-0.9552420944748158,0.2958251864587716,0
-0.015438127581599112,-0.02447180757599401,-0.5335543687125035,-0.8457657687727743,1
-0.016492588939341128,-0.00552919644670285,-0.948135739274382,-0.3178657262282634,1
-0.016392772061026527,-0.004786779934539109,-0.9599125206675672,-0.280299755022436,1
-0.016526222714302367,0.009372682780846159,-0.8698455084844867,0.4933242254028935,0
-0.016630800599735557,0.01669105743479699,-0.7058269464454272,0.7083843036597608,0
-0.016601670041459314,0.00828328083378245,-0.894805328556461,0.44645651970484657,0
-0.016563291503001235,0.01090109363998547,-0.8353200133567243,0.5497640178164825,0
-0.015634483255241506,-0.029735540477098303,-0.46537807791032987,-0.8851119955127075,1
-0.01598134342845153,-0.022202324099230394,-0.5842004790566567,-0.8116093889735215,1
-0.016528549483490883,-0.0015837752948802486,-0.9954405807700589,-0.09538369963556491,0
-0.015290200807920148,-0.014274712286839264,-0.7309632581217718,-0.6824168193091404,1
-0.016382889205110256,-0.0006607591635360091,-0.9991876448231668,-0.040299509087989786,0
-0.016630087777723096,0.019280265724533847,-0.6531461844082896,0.7572318415075351,0
-0.01546156642950074,-0.01919604315082041,-0.6272824743235226,-0.7787918190418792,1
-0.016523693743360806,0.009450992626842774,-0.8680420759967219,0.4964906386824442,0
-0.016333648884957423,-0.0032970483786942963,-0.9802292098812535,-0.19786534839524944,1
-0.0161904003691515,-0.015005200116496245,-0.7334424205411035,-0.6797515838531065,1
-0.016180396676084622,-0.010361719575510913,-0.842123307985291,-0.5392850212530574,1
-0.016586180927983852,0.02293187441070251,-0.586054034838138,0.8102719717785741,0
-0.01634341777295065,-0.007246408187555096,-0.9141710140340696,-0.4053287025364979,1
-0.016501446415930113,-0.002764864080512673,-0.9862518304336563,-0.16524928733965114,1
-0.016744495182803614,0.014477696273485592,-0.7564532285208514,0.6540477911134481,0
-0.016666671591742864,0.014175723332362462,-0.7617351144087651,0.647888582610209,0
-0.016411543911490127,-0.006422175880160093,-0.9312376308638965,-0.3644125064579938,1
-0.016646758974006973,0.015026736657503321,-0.7423032484980167,0.670064091911581,0
-0.016579024264277025,0.0026164025020823127,-0.9877752446873191,0.15588478432132696,0
-0.01673529022649985,0.014302271456568339,-0.7602044065677642,0.6496839695074471,0
-0.01619303180976655,-0.019023052308032744,-0.6481929144567494,-0.7614761622323216,1
-0.016406450556648095,0.008287246950529906,-0.892591238926012,0.45086680981474686,0
-0.01657261108205105,-0.00010853730127403684,-0.9999785546966329,-0.006549056942284312,0
-0.016375838025366886,0.000487135755316925,-0.9995578446964436,0.029734073145136073,0
-0.015891344141555026,-0.027894382801617892,-0.49500427044939144,-0.868890540998615,1
-0.016551149951867763,0.019579434102184604,-0.6455770360759263,0.7636951554720129,0
-0.016697790613436687,0.005040745317568378,-0.9573292515118373,0.2889994882344697,0
-0.016201719878453154,-0.013425909186148824,-0.7699835717598489,-0.6380637109411141,1
-0.015849252136222288,-0.022998827970472438,-0.5674415625177655,-0.823413670719279,1
-0.01671942249279928,0.014889443699017681,-0.7467938649791881,0.6650555790529434,0
-0.016559814962663094,0.021275969590159434,-0.6142141708500268,0.7891393744624673,0
-0.01657401442046714,0.005860561957801066,-0.9427954013664488,0.3333719111777065,0
-0.01550730509490497,-0.030559951148199024,-0.45251261479105875,-0.8917580016209323,1
-0.01653687206126809,0.005335283553631651,-0.9516950188099085,0.30704493347457806,0
-0.016622907018622284,0.012349723107852716,-0.8027143071293796,0.5963637657753862,0
