raw_eigenvector_1,raw_eigenvector_2,raw_eigenvector_3,normalized_coordinate_1,normalized_coordinate_2,normalized_coordinate_3,cluster
0.01682760605635026,-8.079691092212349e-06,-0.0012088036415592593,0.9974297264051042,-0.0004789109067894962,-0.07164992343179735,2
0.014755199663343871,1.333970391020206e-06,0.038169252696505576,0.3605691280125613,3.259790119137757e-05,0.9327324926588748,1
0.016962676646653546,-8.31503021772248e-06,-0.005506339477459624,0.951141546340535,-0.00046624544368197365,-0.3087548241568417,2
0.016633596398390287,-8.465236768740933e-06,-0.025099478198449467,0.5524129284478363,-0.00028113620899669216,-0.8335705593686222,0
0.016660680568454975,-8.08049465254694e-06,-0.01740980361959663,0.6913921617875962,-0.0003353278783050116,-0.7224795956799669,0
0.015168487866541219,-6.26796299264213e-06,0.023518416820407225,0.5420086633352729,-0.0002239702647599231,0.8403728688545528,1
0.016656863250590615,-7.385378571157439e-06,0.013667099070303942,0.7730749358717575,-0.00034276868215771326,0.6343146112431187,1
0.01617215360043733,-6.422056783807542e-06,0.01909454088697974,0.6462969458248902,-0.00025664829730386626,0.7630859662902147,1
0.016669704737592297,-8.32372443197553e-06,-0.019722759814060367,0.6455182066415996,-0.00032232818472127195,-0.7637448140568643,0
0.016626879466620885,-7.825957832097857e-06,-0.009342221038511912,0.8718083462234819,-0.00041034370694229477,-0.48984695474517315,0
0.016605145069122293,-8.461714785440444e-06,-0.02571513237718189,0.5424667486558681,-0.0002764323279684416,-0.8400772287045395,0
0.016148792973437125,-6.770532961923419e-06,0.011479043652684097,0.8150635426362529,-0.00034172303716803915,0.579371473832296,1
0.015267821977248828,-4.984609301542792e-06,-0.0046925232039760545,0.955871622042591,-0.00031207113794058373,-0.29378452101033337,2
0.016522947469927614,-7.591083634692422e-06,0.001688401382097352,0.9948195185993067,-0.0004570466728685227,0.10165587303339954,2
0.01674530289292616,-8.371092465868368e-06,-0.019856885212156283,0.6446697452882822,-0.00032227485416437226,-0.7644611276244591,0
0.01645698623395764,-8.078385223554349e-06,-0.01855203509368156,0.6636040871096365,-0.00032574916059266597,-0.7480838919926497,0
0.014836171827730496,-6.648152718755768e-06,-0.022180700066541784,0.5559717639231533,-0.00024913335035447353,-0.8312011403100643,0
0.016599210059151576,-8.066170794036182e-06,0.0001301154639793597,0.9999691611111153,-0.0004859220416844106,0.007838412243677225,2
0.016522983382404897,-8.559064970940083e-06,-0.030216516519987083,0.47977490749531465,-0.0002485280357451695,-0.8773915752796341,0
0.01678777112982527,-8.022023364076189e-06,-0.0027310729234160357,0.9870241249091887,-0.0004716487096289582,-0.16057133740099713,2
0.01469001912932134,-5.470357141013418e-06,0.03308558496796737,0.4057996786993648,-0.00015111411024395146,0.9139620330911006,1
0.01647110684221006,-7.4107888102664665e-06,0.012840411236059258,0.7886659814705503,-0.00035484178971760907,0.6148217983760806,1
0.016364916753215754,-6.874609468848249e-06,0.007839032116535805,0.9018694428269469,-0.00037885925757029625,0.43200852371298837,1
0.01570055592002964,-6.728222356333982e-06,-0.007876111542094655,0.8938380656290031,-0.0003830400201584726,-0.4483897475555669,0
0.01673074013820446,-8.37106167527954e-06,-0.017552777492759724,0.6899536904676093,-0.00034521155957723985,-0.7238534284225677,0
0.016574192537199023,-8.003921742013795e-06,0.011673817155421408,0.8175626003707743,-0.00039481302379457204,0.5758395945032382,1
0.016428399725426653,-8.121049097855812e-06,0.0009254033055016053,0.9984171384691238,-0.0004935474384093053,0.05624032380821475,2
0.01597793760117734,-5.433312407189528e-06,0.010545040223143173,0.8346189449469156,-0.00028381294144754735,0.5508276828427487,1
0.0164549631367365,-7.169938518116967e-06,0.008832816560224374,0.8810860356465503,-0.00038391655163623126,0.47295586516791094,1
0.016671583007024707,-7.818710191228456e-06,0.009647916093659075,0.8655174379949306,-0.00040591406408650455,0.5008786277736994,1
0.009998217970997236,2.4404127004291204e-05,0.021893987731677535,0.41539997572590476,0.0010139280614406667,0.9096382974110115,1
0.016483041298846285,-7.421970766904873e-06,0.006455743994525089,0.9311303528077768,-0.0004192686369839319,0.3646862902466656,1
0.01667636469447393,-8.370447296977834e-06,-0.018628618443333998,0.6669870202964902,-0.00033478397741026233,-0.7450692603212791,0
0.016439336935808915,-7.743939380995893e-06,0.009566715841677096,0.8643023112613862,-0.00040713957815923776,0.5029725131511559,1
0.016612167563834268,-8.113333010286577e-06,0.00012303377222507158,0.9999724556445435,-0.0004883835599769024,0.007406040353635797,2
0.016424584918434036,-7.33244102709904e-06,-0.002023862845423308,0.9924935001698658,-0.00044307969400230655,-0.12229658949027707,2
0.01661853583522341,-7.257381954055286e-06,0.014509522282478995,0.7532882309883151,-0.0003289640235446972,0.6576904536612691,1
0.016600429830349768,-8.077060920262322e-06,0.004107914946332135,0.9707201381792017,-0.00047231100475870455,0.2402128020228449,2
0.01664575572114592,-8.547518481732616e-06,-0.02764251750327395,0.5158679140730544,-0.00026489578506014126,-0.8566680950403949,0
0.01643146343015787,-7.0883886864447215e-06,0.01848161821900633,0.6644396696886429,-0.00028663342479902246,0.7473418516216839,1
0.01653549442239801,-7.275184719001543e-06,0.01163733120230112,0.8177774440647739,-0.0003598006695551458,0.5755344668413558,1
0.016985516594354984,-8.297446171571035e-06,-0.007080859976649897,0.9230081058482783,-0.00045089061799539934,-0.38478024018395746,0
0.016851035803305187,-8.07788399976618e-06,-0.012325910932491567,0.8071241903096951,-0.000386911265208285,-0.5903815645128089,0
0.016646478835064465,-7.449768672826429e-06,0.0076109550430806215,0.9094509281966818,-0.0004070049348863586,0.41581106713166843,1
0.016872818155542597,-8.40454990468087e-06,-0.009445136774067865,0.8725862028282605,-0.00043464548839442294,-0.4884599571275595,0
0.0168737675549208,-8.0089211644159e-06,-0.00026479687928978175,0.9998767779485822,-0.00047457891443959525,-0.015690879325755257,2
0.016974681525019505,-8.271900783365232e-06,-0.006313097392655887,0.9372770223404637,-0.0004567427391141823,-0.34858510406881144,2
