row_index,baseline_small_cluster,isolation_forest_flag,isolation_forest_score,lof_flag,lof_score,mahalanobis_flag,mahalanobis_score,outlier_consensus_count
0,0,0,0.35769900414944367,0,1.02393210162961,0,7.329267330371595,0
1,0,0,0.4595322178255679,0,1.5873249667507465,0,45.806128297597496,0
2,0,0,0.33971191853054955,0,1.0308049181027636,0,3.209277181869111,0
3,0,0,0.3724252611435647,0,1.2926259320650748,0,11.99387521718124,0
4,0,0,0.35464476714731635,0,1.1214466040010076,0,6.993085099186987,0
5,0,0,0.447085682399813,0,1.3426314422734897,0,44.24785276530862,0
6,0,0,0.3510535178063801,0,1.1857676896778635,0,6.7631980033801185,0
7,0,0,0.3835435406911221,0,1.2278413845630842,0,14.01011047905394,0
8,0,0,0.35649438212709206,0,1.2426703839143005,0,7.634111620606681,0
9,0,0,0.36991599304338135,0,1.2148706881846845,0,11.698145819329678,0
10,0,0,0.3668493101551862,0,1.059788545931426,0,10.607628571832096,0
11,0,0,0.40583376275197025,0,1.421868672758992,0,23.07821120992002,0
12,0,0,0.4490346634460373,0,1.554278092585422,0,37.330344030452885,0
13,0,0,0.375617718784936,0,1.4170019427287894,0,12.090992875700897,0
14,0,0,0.3471751852811331,0,0.9822110343605224,0,5.8857071640196414,0
15,0,0,0.36251516280575025,0,0.9986051055942582,0,12.436665441827685,0
16,0,0,0.5120927727372621,0,1.4948167110111505,0,101.51297810332578,0
17,0,0,0.36687704844494406,0,1.2807072372712625,0,10.206387477234307,0
18,0,0,0.3668053317174565,0,1.1115538506296732,0,10.743568632621809,0
19,0,0,0.34641374919905027,0,1.1104355145606613,0,4.9875219127020705,0
20,0,0,0.5064477764416973,0,1.4926827083750618,0,71.85133359427296,0
21,0,0,0.3965904951057912,0,1.064800335032043,0,18.71878287671516,0
22,0,0,0.4082025002625848,0,1.1021603493451948,0,27.5852772594743,0
23,0,0,0.4840583926417299,0,1.5405266163776903,0,67.66058596418894,0
24,0,0,0.35461451003098676,0,1.0869480065275698,0,7.38252912027579,0
25,0,0,0.36558541720641485,0,1.0420151659143653,0,13.256549159647841,0
26,0,0,0.4270332254445146,0,1.2290682750297854,0,30.23604694301313,0
27,0,0,0.390680862602675,0,1.2323540011970282,0,16.758053721277086,0
28,0,0,0.38028898807414685,0,1.2462730032433846,0,14.050750715062014,0
29,0,0,0.3651130565875333,0,1.0786735589741052,0,8.149207978922073,0
30,1,1,0.6760191993489418,0,1.9263782764394923,1,371.0415525676003,2
31,0,0,0.3967558438926889,0,1.489681928591124,0,18.083397112082775,0
32,0,0,0.35909018120677483,0,1.0507000735513359,0,9.421010696437449,0
33,0,0,0.3733317481485187,0,1.2144110336539176,0,12.848600103506522,0
34,0,0,0.4047686552325724,0,1.4518276741303957,0,22.244115143413385,0
35,0,0,0.3878592058227579,0,1.1030779382382296,0,16.714549753035822,0
36,0,0,0.3672583155663626,0,1.0160723886697185,0,10.790820298495284,0
37,0,0,0.34894723242839587,0,1.1212430433127416,0,7.553164428899547,0
38,0,0,0.3540372849845969,0,0.9968937954781933,0,7.697061481752029,0
39,0,0,0.38992767839168296,0,1.119016953986396,0,18.376659380091265,0
40,0,0,0.37878146974823845,0,1.1077982907975283,0,14.246770942160207,0
41,0,0,0.3337314260111084,0,0.985668838289923,0,1.9960570935783404,0
42,0,0,0.34425152977434004,0,0.9851047277886184,0,5.552903879548408,0
43,0,0,0.3708129751382111,0,1.10375846999482,0,12.580073676077037,0
44,0,0,0.34723923061886797,0,1.0217494862943364,0,5.827100966731559,0
45,0,0,0.3480313745023167,0,1.0356921454814594,0,5.7390230487028395,0
46,0,0,0.3378584570503577,0,0.97703190765593,0,2.9986677413022944,0
47,0,0,0.34529572495257815,0,1.1045329481852024,0,4.657769567955919,0
48,0,0,0.4511488446019296,1,2.118265013311504,0,49.09069966496798,1
49,0,0,0.3434581682127884,0,1.0321696546327344,0,5.015651675176415,0
50,0,0,0.43132838333570245,0,1.5583216745446573,0,30.007902898876118,0
51,0,0,0.37997033851471657,0,1.3692426510729752,0,11.735266785336497,0
52,0,0,0.40462281632087305,0,1.619162521853564,0,23.76033571402227,0
53,0,0,0.3385122764637275,0,0.9785702630841148,0,3.049579624973215,0
54,0,0,0.35483102648263226,0,1.1960700465237528,0,7.63113027876892,0
55,0,0,0.41469545026751525,0,1.3366607531341679,0,25.185746173692,0
56,0,0,0.33841173989023515,0,1.0223729693356771,0,3.264250025500002,0
57,0,0,0.4086597861889244,0,1.5073419831438322,0,23.706603753153345,0
58,0,0,0.3442848191956274,0,1.022861237528999,0,5.171664503898229,0
59,0,0,0.49612202988734766,0,1.9554639519252832,0,94.85075680916471,0
60,0,0,0.34868409041470977,0,1.0950534109207855,0,5.79914347266878,0
61,0,0,0.3539139608811169,0,1.3581600296277214,0,6.924498855798557,0
62,0,0,0.36494568688678003,0,1.4394352143922058,0,8.890231977846456,0
63,0,0,0.5405963244239943,0,1.5186821562382085,0,94.83402104719387,0
64,0,0,0.4070748608065489,0,1.0737404533802497,0,25.160690659255792,0
65,0,0,0.3991995391483699,0,1.250196035414662,0,20.05238115165169,0
66,0,0,0.3479730614643192,0,1.1984896759724768,0,6.21960892755089,0
67,0,0,0.3928082893692247,0,1.2547461445220722,0,17.92495787976372,0
68,0,0,0.3401117122120541,0,1.002314456953902,0,3.832241487031786,0
69,0,0,0.3649494719332773,0,1.0020255988810678,0,13.023592288286018,0
70,0,0,0.36818223862820937,0,1.2896069394926253,0,11.209270653283046,0
71,0,0,0.3466655500422286,0,1.1471143202443894,0,6.5932176176641075,0
72,0,0,0.3466808127895581,0,0.975900952510537,0,6.59901067227644,0
73,0,0,0.4376791625165201,0,1.2853023264862466,0,34.771131386920956,0
74,0,0,0.3571528265031218,0,1.1433271960252955,0,8.782063086427934,0
75,0,0,0.3659963790211793,0,1.0210189936838554,0,12.054697669948474,0
76,0,0,0.3807448527181115,0,1.209714971281256,0,12.875901989439846,0
77,0,0,0.37790756515326296,0,1.0748593320687638,0,15.739177802668753,0
78,0,0,0.36133234878058745,0,1.048811977104897,0,8.291906803685315,0
79,0,0,0.35377892678837775,0,1.0886157788176603,0,6.6562061549450355,0
80,0,0,0.38292689346547065,0,1.5380081419143525,0,16.016545921161555,0
81,0,0,0.3486579020271526,0,1.0471875164978044,0,5.298872883741509,0
82,0,0,0.438494844538539,0,1.226686270921022,0,35.7439269053203,0
83,0,0,0.343858085126521,0,0.9737724796621084,0,5.583814269086532,0
84,0,0,0.3739565641196214,0,1.103560827506818,0,12.839599798964327,0
85,0,0,0.342067149061489,0,0.9792868466953751,0,4.287777751918061,0
86,0,0,0.36082243483369897,0,1.0925193772237938,0,9.35424332280095,0
87,0,0,0.35100495503705664,0,1.0804841450160456,0,5.804159919482595,0
88,0,0,0.41779894561094383,0,1.1587776183931533,0,29.52666360200461,0
89,0,0,0.35505831327120796,0,1.2721059750383725,0,7.913341139406814,0
90,0,0,0.38464430652228127,0,1.2197187663686468,0,18.03593441717443,0
91,0,0,0.3788240912556456,0,1.1912602201820737,0,13.085780117387634,0
92,0,0,0.3929283248387405,0,1.1176178070455751,0,16.9562475185702,0
93,0,0,0.35510891421328583,0,1.0684308501687374,0,8.055264273460944,0
94,1,1,0.5890550370797288,0,1.608272465769369,0,162.29357296753545,1
95,0,0,0.38069530325873646,0,1.1519653228066458,0,15.66124507875145,0
96,0,0,0.40497793398192306,0,1.4699198003418892,0,25.33857205247932,0
97,0,0,0.37898464969803725,0,1.0780074629600034,0,13.985796491919237,0
98,0,0,0.37731758658802866,0,1.3084815192512727,0,13.192130906561443,0
99,0,0,0.4062421159218192,0,1.5221341566011979,0,22.963263792263575,0
100,0,0,0.34705948127760217,0,1.0321336720097452,0,6.070229211088395,0
101,0,0,0.3458504854369616,0,1.1535240942912701,0,4.307583282390486,0
102,0,0,0.3434934150925662,0,1.0398836458883234,0,4.007549162280429,0
103,0,0,0.3662366764259214,0,1.0272012757224303,0,11.70690688409171,0
104,0,0,0.3517615567930435,0,1.2224638395390566,0,6.542451397005904,0
105,0,0,0.4715442439722865,0,1.373090301701207,0,53.021091654960976,0
106,0,0,0.3424210735356943,0,1.0499206097096294,0,3.9208724607971797,0
107,0,0,0.34587985773095736,0,0.977038629939042,0,5.408923290008711,0
108,0,0,0.36558896351009185,0,1.0821996493104435,0,11.763797045014766,0
109,0,0,0.44958112278274354,0,2.021490298424178,0,50.287551736979616,0
110,0,0,0.4177570058255704,0,1.158479268143999,0,29.779417353326284,0
111,0,0,0.3613479297631989,0,1.1770387114617316,0,9.487172941856205,0
112,0,0,0.4198038195349644,0,1.0891120766938638,0,32.213578374508,0
113,0,0,0.35850297491826244,0,1.0492497846775626,0,9.007306626352271,0
114,0,0,0.3657187103521603,0,0.9811715936787284,0,11.910310519334478,0
115,0,0,0.33793111480066634,0,0.9686357137850518,0,2.6534789974567183,0
116,0,0,0.4196585218600294,0,1.014987542211949,0,28.156380037772454,0
