feature,zero_count,one_count,zero_pct,one_pct,support,category
D1685,3712,39,98.9602772593975,1.039722740602506,0.010397227406025061,rare_ones
D1671,3712,39,98.9602772593975,1.039722740602506,0.010397227406025061,rare_ones
D1670,3712,39,98.9602772593975,1.039722740602506,0.010397227406025061,rare_ones
D1570,3712,39,98.9602772593975,1.039722740602506,0.010397227406025061,rare_ones
D1621,3712,39,98.9602772593975,1.039722740602506,0.010397227406025061,rare_ones
D1719,3711,40,98.93361770194615,1.0663822980538524,0.010663822980538524,rare_ones
D1557,3711,40,98.93361770194615,1.0663822980538524,0.010663822980538524,rare_ones
D1748,3711,40,98.93361770194615,1.0663822980538524,0.010663822980538524,rare_ones
D1522,3710,41,98.90695814449481,1.0930418555051986,0.010930418555051986,rare_ones
D1615,3710,41,98.90695814449481,1.0930418555051986,0.010930418555051986,rare_ones
D1635,3710,41,98.90695814449481,1.0930418555051986,0.010930418555051986,rare_ones
D1667,3710,41,98.90695814449481,1.0930418555051986,0.010930418555051986,rare_ones
D1490,3710,41,98.90695814449481,1.0930418555051986,0.010930418555051986,rare_ones
D1721,3710,41,98.90695814449481,1.0930418555051986,0.010930418555051986,rare_ones
D1647,3709,42,98.88029858704346,1.1197014129565448,0.011197014129565449,rare_ones
D1617,3709,42,98.88029858704346,1.1197014129565448,0.011197014129565449,rare_ones
D1485,3709,42,98.88029858704346,1.1197014129565448,0.011197014129565449,rare_ones
D1756,3709,42,98.88029858704346,1.1197014129565448,0.011197014129565449,rare_ones
D1776,3709,42,98.88029858704346,1.1197014129565448,0.011197014129565449,rare_ones
D1560,3708,43,98.8536390295921,1.1463609704078912,0.011463609704078913,rare_ones
D1600,3708,43,98.8536390295921,1.1463609704078912,0.011463609704078913,rare_ones
D1655,3708,43,98.8536390295921,1.1463609704078912,0.011463609704078913,rare_ones
D1707,3708,43,98.8536390295921,1.1463609704078912,0.011463609704078913,rare_ones
D1774,3707,44,98.82697947214076,1.1730205278592376,0.011730205278592375,rare_ones
D1687,3707,44,98.82697947214076,1.1730205278592376,0.011730205278592375,rare_ones
D1722,3707,44,98.82697947214076,1.1730205278592376,0.011730205278592375,rare_ones
D1740,3707,44,98.82697947214076,1.1730205278592376,0.011730205278592375,rare_ones
D1632,3707,44,98.82697947214076,1.1730205278592376,0.011730205278592375,rare_ones
D1475,3707,44,98.82697947214076,1.1730205278592376,0.011730205278592375,rare_ones
D1701,3706,45,98.80031991468941,1.1996800853105838,0.011996800853105838,rare_ones
D1680,3706,45,98.80031991468941,1.1996800853105838,0.011996800853105838,rare_ones
D1663,3706,45,98.80031991468941,1.1996800853105838,0.011996800853105838,rare_ones
D1480,3706,45,98.80031991468941,1.1996800853105838,0.011996800853105838,rare_ones
D1745,3706,45,98.80031991468941,1.1996800853105838,0.011996800853105838,rare_ones
D1683,3705,46,98.77366035723807,1.2263396427619302,0.012263396427619302,rare_ones
D1773,3705,46,98.77366035723807,1.2263396427619302,0.012263396427619302,rare_ones
D1688,3705,46,98.77366035723807,1.2263396427619302,0.012263396427619302,rare_ones
D1649,3705,46,98.77366035723807,1.2263396427619302,0.012263396427619302,rare_ones
D1515,3705,46,98.77366035723807,1.2263396427619302,0.012263396427619302,rare_ones
D1660,3704,47,98.74700079978672,1.2529992002132764,0.012529992002132763,rare_ones
D1666,3704,47,98.74700079978672,1.2529992002132764,0.012529992002132763,rare_ones
D1541,3704,47,98.74700079978672,1.2529992002132764,0.012529992002132763,rare_ones
D1451,3704,47,98.74700079978672,1.2529992002132764,0.012529992002132763,rare_ones
D1758,3704,47,98.74700079978672,1.2529992002132764,0.012529992002132763,rare_ones
D1581,3704,47,98.74700079978672,1.2529992002132764,0.012529992002132763,rare_ones
D1568,3704,47,98.74700079978672,1.2529992002132764,0.012529992002132763,rare_ones
D1555,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1697,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D568,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1694,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1639,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1549,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1530,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1692,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1760,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1575,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1508,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1573,3703,48,98.72034124233538,1.2796587576646228,0.012796587576646227,rare_ones
D1463,3702,49,98.69368168488403,1.3063183151159692,0.013063183151159691,rare_ones
D1572,3702,49,98.69368168488403,1.3063183151159692,0.013063183151159691,rare_ones
D1591,3702,49,98.69368168488403,1.3063183151159692,0.013063183151159691,rare_ones
D1742,3702,49,98.69368168488403,1.3063183151159692,0.013063183151159691,rare_ones
D1658,3702,49,98.69368168488403,1.3063183151159692,0.013063183151159691,rare_ones
D1704,3702,49,98.69368168488403,1.3063183151159692,0.013063183151159691,rare_ones
D1638,3702,49,98.69368168488403,1.3063183151159692,0.013063183151159691,rare_ones
D1521,3702,49,98.69368168488403,1.3063183151159692,0.013063183151159691,rare_ones
D1516,3702,49,98.69368168488403,1.3063183151159692,0.013063183151159691,rare_ones
D1571,3701,50,98.66702212743269,1.3329778725673154,0.013329778725673154,rare_ones
D1629,3701,50,98.66702212743269,1.3329778725673154,0.013329778725673154,rare_ones
D1529,3701,50,98.66702212743269,1.3329778725673154,0.013329778725673154,rare_ones
D1542,3701,50,98.66702212743269,1.3329778725673154,0.013329778725673154,rare_ones
D1750,3701,50,98.66702212743269,1.3329778725673154,0.013329778725673154,rare_ones
D1626,3700,51,98.64036256998133,1.3596374300186616,0.013596374300186615,rare_ones
D1491,3700,51,98.64036256998133,1.3596374300186616,0.013596374300186615,rare_ones
D1712,3700,51,98.64036256998133,1.3596374300186616,0.013596374300186615,rare_ones
D1493,3700,51,98.64036256998133,1.3596374300186616,0.013596374300186615,rare_ones
D1526,3700,51,98.64036256998133,1.3596374300186616,0.013596374300186615,rare_ones
D1625,3700,51,98.64036256998133,1.3596374300186616,0.013596374300186615,rare_ones
D1730,3700,51,98.64036256998133,1.3596374300186616,0.013596374300186615,rare_ones
D1525,3699,52,98.61370301253,1.3862969874700082,0.013862969874700082,rare_ones
D1553,3699,52,98.61370301253,1.3862969874700082,0.013862969874700082,rare_ones
D1633,3699,52,98.61370301253,1.3862969874700082,0.013862969874700082,rare_ones
D1769,3699,52,98.61370301253,1.3862969874700082,0.013862969874700082,rare_ones
D1628,3699,52,98.61370301253,1.3862969874700082,0.013862969874700082,rare_ones
D1746,3699,52,98.61370301253,1.3862969874700082,0.013862969874700082,rare_ones
D1592,3698,53,98.58704345507864,1.4129565449213544,0.014129565449213543,rare_ones
D1711,3698,53,98.58704345507864,1.4129565449213544,0.014129565449213543,rare_ones
D1738,3698,53,98.58704345507864,1.4129565449213544,0.014129565449213543,rare_ones
D1510,3698,53,98.58704345507864,1.4129565449213544,0.014129565449213543,rare_ones
D1606,3698,53,98.58704345507864,1.4129565449213544,0.014129565449213543,rare_ones
D1496,3697,54,98.5603838976273,1.4396161023727005,0.014396161023727006,rare_ones
D1631,3697,54,98.5603838976273,1.4396161023727005,0.014396161023727006,rare_ones
D1576,3697,54,98.5603838976273,1.4396161023727005,0.014396161023727006,rare_ones
D1558,3697,54,98.5603838976273,1.4396161023727005,0.014396161023727006,rare_ones
D1544,3697,54,98.5603838976273,1.4396161023727005,0.014396161023727006,rare_ones
D1754,3697,54,98.5603838976273,1.4396161023727005,0.014396161023727006,rare_ones
D1763,3697,54,98.5603838976273,1.4396161023727005,0.014396161023727006,rare_ones
D1726,3697,54,98.5603838976273,1.4396161023727005,0.014396161023727006,rare_ones
D1613,3696,55,98.53372434017595,1.466275659824047,0.01466275659824047,rare_ones
D1714,3696,55,98.53372434017595,1.466275659824047,0.01466275659824047,rare_ones
D1646,3696,55,98.53372434017595,1.466275659824047,0.01466275659824047,rare_ones
D1768,3696,55,98.53372434017595,1.466275659824047,0.01466275659824047,rare_ones
D1539,3696,55,98.53372434017595,1.466275659824047,0.01466275659824047,rare_ones
D1465,3696,55,98.53372434017595,1.466275659824047,0.01466275659824047,rare_ones
D1464,3696,55,98.53372434017595,1.466275659824047,0.01466275659824047,rare_ones
D1673,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1500,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1735,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1753,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1450,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1586,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1455,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1736,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1595,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1689,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1550,3695,56,98.50706478272461,1.4929352172753934,0.014929352172753934,rare_ones
D1512,3694,57,98.48040522527326,1.5195947747267395,0.015195947747267395,rare_ones
D1563,3694,57,98.48040522527326,1.5195947747267395,0.015195947747267395,rare_ones
D1616,3694,57,98.48040522527326,1.5195947747267395,0.015195947747267395,rare_ones
D1540,3694,57,98.48040522527326,1.5195947747267395,0.015195947747267395,rare_ones
D1771,3694,57,98.48040522527326,1.5195947747267395,0.015195947747267395,rare_ones
D1662,3694,57,98.48040522527326,1.5195947747267395,0.015195947747267395,rare_ones
D1537,3694,57,98.48040522527326,1.5195947747267395,0.015195947747267395,rare_ones
D1743,3694,57,98.48040522527326,1.5195947747267395,0.015195947747267395,rare_ones
D1520,3693,58,98.45374566782192,1.5462543321780857,0.015462543321780858,rare_ones
D1577,3693,58,98.45374566782192,1.5462543321780857,0.015462543321780858,rare_ones
D1642,3693,58,98.45374566782192,1.5462543321780857,0.015462543321780858,rare_ones
D1630,3693,58,98.45374566782192,1.5462543321780857,0.015462543321780858,rare_ones
D1459,3693,58,98.45374566782192,1.5462543321780857,0.015462543321780858,rare_ones
D1650,3693,58,98.45374566782192,1.5462543321780857,0.015462543321780858,rare_ones
D1546,3693,58,98.45374566782192,1.5462543321780857,0.015462543321780858,rare_ones
D1664,3693,58,98.45374566782192,1.5462543321780857,0.015462543321780858,rare_ones
D1732,3692,59,98.42708611037057,1.5729138896294321,0.01572913889629432,rare_ones
D1651,3692,59,98.42708611037057,1.5729138896294321,0.01572913889629432,rare_ones
D1678,3692,59,98.42708611037057,1.5729138896294321,0.01572913889629432,rare_ones
D1675,3692,59,98.42708611037057,1.5729138896294321,0.01572913889629432,rare_ones
D1503,3692,59,98.42708611037057,1.5729138896294321,0.01572913889629432,rare_ones
D1589,3692,59,98.42708611037057,1.5729138896294321,0.01572913889629432,rare_ones
D1564,3692,59,98.42708611037057,1.5729138896294321,0.01572913889629432,rare_ones
D1502,3692,59,98.42708611037057,1.5729138896294321,0.01572913889629432,rare_ones
D1723,3692,59,98.42708611037057,1.5729138896294321,0.01572913889629432,rare_ones
D1718,3692,59,98.42708611037057,1.5729138896294321,0.01572913889629432,rare_ones
D1604,3691,60,98.40042655291923,1.5995734470807785,0.015995734470807786,rare_ones
D1725,3691,60,98.40042655291923,1.5995734470807785,0.015995734470807786,rare_ones
D1588,3691,60,98.40042655291923,1.5995734470807785,0.015995734470807786,rare_ones
D1528,3691,60,98.40042655291923,1.5995734470807785,0.015995734470807786,rare_ones
D1454,3691,60,98.40042655291923,1.5995734470807785,0.015995734470807786,rare_ones
D1479,3691,60,98.40042655291923,1.5995734470807785,0.015995734470807786,rare_ones
D1706,3691,60,98.40042655291923,1.5995734470807785,0.015995734470807786,rare_ones
D1538,3690,61,98.37376699546788,1.626233004532125,0.01626233004532125,rare_ones
D1679,3690,61,98.37376699546788,1.626233004532125,0.01626233004532125,rare_ones
D1643,3690,61,98.37376699546788,1.626233004532125,0.01626233004532125,rare_ones
D1709,3690,61,98.37376699546788,1.626233004532125,0.01626233004532125,rare_ones
D1637,3690,61,98.37376699546788,1.626233004532125,0.01626233004532125,rare_ones
D1578,3690,61,98.37376699546788,1.626233004532125,0.01626233004532125,rare_ones
D170,3689,62,98.34710743801652,1.6528925619834711,0.01652892561983471,rare_ones
D1584,3689,62,98.34710743801652,1.6528925619834711,0.01652892561983471,rare_ones
D1547,3689,62,98.34710743801652,1.6528925619834711,0.01652892561983471,rare_ones
D1460,3689,62,98.34710743801652,1.6528925619834711,0.01652892561983471,rare_ones
D1672,3689,62,98.34710743801652,1.6528925619834711,0.01652892561983471,rare_ones
D1477,3688,63,98.32044788056518,1.6795521194348173,0.016795521194348174,rare_ones
D1695,3688,63,98.32044788056518,1.6795521194348173,0.016795521194348174,rare_ones
D1772,3688,63,98.32044788056518,1.6795521194348173,0.016795521194348174,rare_ones
D1729,3688,63,98.32044788056518,1.6795521194348173,0.016795521194348174,rare_ones
D1762,3688,63,98.32044788056518,1.6795521194348173,0.016795521194348174,rare_ones
D1509,3688,63,98.32044788056518,1.6795521194348173,0.016795521194348174,rare_ones
D1498,3688,63,98.32044788056518,1.6795521194348173,0.016795521194348174,rare_ones
D1747,3687,64,98.29378832311383,1.7062116768861637,0.017062116768861636,rare_ones
D1681,3687,64,98.29378832311383,1.7062116768861637,0.017062116768861636,rare_ones
D1499,3687,64,98.29378832311383,1.7062116768861637,0.017062116768861636,rare_ones
D1713,3687,64,98.29378832311383,1.7062116768861637,0.017062116768861636,rare_ones
D1686,3687,64,98.29378832311383,1.7062116768861637,0.017062116768861636,rare_ones
D1682,3687,64,98.29378832311383,1.7062116768861637,0.017062116768861636,rare_ones
D1674,3687,64,98.29378832311383,1.7062116768861637,0.017062116768861636,rare_ones
D1696,3687,64,98.29378832311383,1.7062116768861637,0.017062116768861636,rare_ones
D1582,3686,65,98.26712876566249,1.73287123433751,0.0173287123433751,rare_ones
D1720,3686,65,98.26712876566249,1.73287123433751,0.0173287123433751,rare_ones
D1599,3686,65,98.26712876566249,1.73287123433751,0.0173287123433751,rare_ones
D1737,3686,65,98.26712876566249,1.73287123433751,0.0173287123433751,rare_ones
