raw_eigenvector_1,raw_eigenvector_2,raw_eigenvector_3,normalized_coordinate_1,normalized_coordinate_2,normalized_coordinate_3,cluster
0.0181835339805631,0.02024533879330125,0.024165308145766784,0.4996387577401611,0.5562920791704363,0.6640031885586858,1
0.012964956979375003,-0.01083089314913339,-0.014794352709136104,0.5773497542408665,-0.4823165636267846,-0.6588155991848256,0
0.01752425705959258,0.01927466007821131,0.017297604891716015,0.5604157413826024,0.6163926311338629,0.5531675343821812,1
0.015174552680762884,0.01347272282001572,0.002109628159585869,0.7437864257761682,0.6603705929649006,0.10340422031183351,1
0.014602269235235736,0.029032589400553466,-0.04336342577843851,0.269466659018295,0.5357602124976028,-0.8002179168089412,1
0.01474651219407867,-0.013566043659914963,-0.012305945103042348,0.627123223124302,-0.5769215739344126,-0.5233335079537973,0
0.01519496821127067,-0.0154403618296267,-0.01338202076713637,0.5967442394839917,-0.6063814579450001,-0.5255452788325367,0
0.012843573292005622,-0.009355060073702523,-0.011906731427218053,0.6468489746207813,-0.4711547852463206,-0.5996662174672984,0
0.01554271522665765,0.01510593730527272,0.0017480254487771628,0.7147901230990273,0.694703250268841,0.08038951415442941,1
0.016313698161041612,-0.010025252368251764,0.005122942677009475,0.8230355744381546,-0.5057798213709707,0.2584554420073333,2
0.014358469818862636,0.023364244916681456,-0.03130008233040962,0.34503703904429384,0.5614477021059082,-0.752147538377639,1
0.01781325018960945,-0.010768026649108111,0.008484090017485742,0.7924893188175398,-0.47905609663184656,0.3774465999846476,2
0.015154200404876115,-0.014377036872707454,-0.010376750908501034,0.6497154926812497,-0.6163956754882297,-0.444888918505923,0
0.018710320017838924,-0.012280605450042226,0.01050493536851246,0.756788043325651,-0.49672134739174995,0.4248997064304201,2
0.01502746158143525,0.029462037229755957,-0.040950512379795356,0.2854858247979898,0.5597082350326422,-0.7779617827863113,1
0.015515713567096377,0.01566831115423638,0.0034955943948213504,0.6949600738642412,0.70179503056615,0.15657021047205977,1
0.016458444332038975,-0.0070681576831888755,0.004674539785744669,0.8890735887312344,-0.3818169074994505,0.25251535194542146,2
