spectral_coordinate_1,spectral_coordinate_2,spectral_coordinate_3,cluster
-0.7711344385969522,0.5393417153870841,0.33832261475266595,0
-0.23235733925458393,-0.6576176505905077,0.7166233965803456,1
-0.7075228186014874,0.5314529471433713,0.46579955574348914,0
-0.6292323502901955,0.562865866068246,0.5359558434829498,0
-0.5677086702883041,0.5766403312221677,0.5875311005278566,0
-0.6187524446075059,-0.7832382469531871,-0.060689873965380864,1
-0.6398762235565688,-0.7625763563248331,0.09505640063312532,1
-0.3186881182679631,-0.5987939058644187,0.7347678147377295,1
-0.6342077487384914,0.5989598710281124,0.48890449408656655,0
-0.768499041869873,0.17300753748389125,-0.6160175440836463,0
-0.5577767390170597,0.594399605714325,0.5792876816730612,0
-0.5842120201027743,0.02334309084373884,-0.811265317684231,0
-0.6845688121193875,-0.7275969847911161,-0.04436405297453209,1
-0.5600240652404692,0.026319068121652908,-0.8280581821374308,0
-0.5757400238504962,0.5869863888162284,0.5691839810475288,0
-0.6235268535899536,0.6214782164868135,0.47431960668370193,0
-0.7441526355990401,0.3168449286346499,-0.5880868525392364,0
-0.7283099018011151,0.5530033798902971,0.40466275930502643,0
-0.5655646865434552,0.6165080931867333,0.5477721756079453,0
-0.6547305405433044,0.17889425483118274,-0.7343873398066365,0
-0.6565004987733616,-0.7345362737429014,-0.17164951985432625,1
-0.6910095354121927,-0.055354777299328216,-0.7207230193351447,0
-0.5338416777484466,-0.00035637004804343035,-0.8455843755055509,0
-0.6549820895297,0.5503454588942808,0.5178014467628993,0
-0.606622819670356,0.5557604425138172,0.5684532392308383,0
-0.7775365473762251,0.5870430760008319,0.22542702680410984,0
-0.7508819782636164,0.5692844700741945,0.334800607602886,0
-0.4407262839800084,-0.897387499466511,0.021354587573065097,1
-0.4789674450277168,-0.8447657625145499,0.23866502275539278,1
-0.5633512246902822,0.049631828733316084,-0.8247254568743141,0
-0.6737999398657916,0.2654883086450333,-0.6895720404784804,0
-0.577010283319078,0.10285935537891504,-0.8102339698846694,0
-0.5727965139104463,0.576214669421183,0.5829929745681989,0
-0.3463181081180545,-0.6773516406467212,0.6490443150530837,1
-0.7618979315243506,0.5338536625594081,0.3667585157986407,0
-0.7189777571937825,0.044158983468117925,-0.693628840836121,0
-0.7026378814266397,-0.6842682839839882,0.19513309078137248,1
-0.6141835256443949,-0.7785247943226532,0.12914233020931365,1
-0.5562023380591724,0.607134542377908,0.5674738818563182,0
-0.5460785556034496,0.04384438448156347,-0.8365858479913959,0
-0.5940016362697268,0.05993116037959888,-0.8022283416362465,0
-0.7280390091560227,0.543619521831545,0.4176565773823742,0
-0.6490601406076367,0.5563501671794523,0.5188404623328741,0
-0.555675756976001,-0.039006180162992746,-0.8304835766095803,0
-0.7283143778681335,0.5574413492827653,0.3985188942827729,0
-0.6282266808675382,0.10067339589886058,-0.7714895364192229,0
-0.7276155157712322,0.5833443114064054,0.3609502397266838,0
-0.480575689311355,-0.8348736032687025,0.2683897788814787,1
-0.7186558534904939,0.5729246383342712,0.39406994687922403,0
-0.5938080687208737,-0.036548556640440724,-0.8037762005244288,0
-0.5941547768291354,0.16302733896655938,-0.7876561355824018,0
-0.48039934797155914,-0.8676898126557077,-0.12779223560922492,1
-0.5913246192198511,0.613497950272651,0.5234075464833821,0
-0.670513578142088,0.21124012160383884,-0.7111885492272,0
-0.567689808246964,-0.7446718364075378,0.3509873753768795,1
-0.522626958167606,-0.8253809827223345,-0.213558647581382,1
-0.6967080443763467,0.5737312711305999,0.43061622058179905,0
-0.5550722688136397,0.6048851210470507,0.5709717740221257,0
-0.6765180413932514,0.12837049178746193,-0.7251512645701474,0
-0.40815720570674763,-0.9116473512882693,0.048029181949546244,1
-0.7202917579951957,0.15679742612912043,-0.6757176559210756,0
-0.7364031240272274,0.5830831946953954,0.343109934258324,0
-0.7479752652005883,0.045759431348893646,-0.6621473227996436,0
-0.36200688612749826,-0.8867614490784201,-0.28741111117111123,1
-0.6008982798211103,0.034463535031198776,-0.7985821949312317,0
-0.673772863685192,-0.5091464421773153,0.5355371402429877,1
-0.7270265167257185,0.5848118642888829,0.35976037492285023,0
-0.45758939240373253,-0.06003850961220336,-0.8871343333019686,0
-0.6797054878659805,0.5547592092215194,0.47983608612606854,0
-0.7534319357706385,0.5401677352235109,0.37491217102731067,0
-0.6818127280504244,0.5416020860142018,0.49173019461235357,0
-0.6759021925560245,0.11553214621406036,-0.7278794881634815,0
-0.6520519594657214,0.5789862175177796,0.48949280084733365,0
-0.8157104930196377,0.11203613721555429,-0.567507088533242,0
-0.6232997238778263,0.004379867387693781,-0.7819707609466557,0
-0.8030011388397584,0.15496523040934268,-0.5754780172919122,0
-0.6962533340301917,0.5531903636630779,0.4573966729242287,0
-0.6404910554537754,0.5843563637217387,0.4982959442556363,0
-0.7487109978670148,0.6036469267632512,0.2739383680360621,0
-0.589845703723336,0.5852867753296096,0.5563465075143273,0
-0.44368539432693993,-0.8875017388023622,-0.12443445858656502,1
-0.6919386705881471,0.5426915918043131,0.47613728307034364,0
