raw_eigenvector_1,raw_eigenvector_2,raw_eigenvector_3,raw_eigenvector_4,normalized_coordinate_1,normalized_coordinate_2,normalized_coordinate_3,normalized_coordinate_4,cluster
-0.01818353398056314,0.020245338793301274,0.024165308145766826,0.01844486400279556,-0.445668189239266,0.4962018653904489,0.5922781091533039,0.4520732410804908,3
-0.012964956979375015,-0.010830893149133361,-0.014794352709136021,0.01996284636398595,-0.43149777523111815,-0.3604721793563787,-0.4923834525738928,0.6644004918060125,2
-0.017524257059592575,0.019274660078211357,0.01729760489171605,0.014287082769435414,-0.509732006671269,0.560646372976778,0.5031393240853413,0.41557158998397725,3
-0.015174552680762881,0.01347272282001571,0.0021096281595858815,0.004113100644805082,-0.7291166578440668,0.6473460431583211,0.10136476938532453,0.1976289027167416,3
-0.014602269235235749,0.029032589400553373,-0.0433634257784385,-0.02256417426494371,-0.24876255722492185,0.4945958101303436,-0.7387342688249854,-0.3844006435843221,0
-0.014746512194078666,-0.013566043659914977,-0.012305945103042277,0.015573222291008269,-0.522854073917945,-0.48099924247737796,-0.43632103956892554,0.5521660045249878,2
-0.015194968211270678,-0.015440361829626707,-0.013382020767136273,0.017813688550397257,-0.4889665746758319,-0.49686322015389583,-0.4306268210481688,0.5732357022220735,2
-0.012843573292005625,-0.009355060073702525,-0.011906731427217971,0.01606207272064302,-0.5029025440123164,-0.36630643229025983,-0.4662195939930868,0.6289260044438002,2
-0.015542715226657665,0.015105937305272703,0.0017480254487771685,0.0018938442315659535,-0.7120943824081204,0.6920832646823913,0.08008633525278393,0.08676706860980966,3
-0.016313698161041612,-0.010025252368251754,0.00512294267700944,-0.014005416042043924,-0.6721721671184391,-0.413069773864615,0.2110802496917786,-0.5770641800188203,1
-0.014358469818862601,0.023364244916681418,-0.03130008233040967,-0.015062216887162985,-0.3244390820218543,0.5279305015457672,-0.7072459744384514,-0.34034071051676545,0
-0.017813250189609456,-0.01076802664910809,0.008484090017485702,-0.015259186731307696,-0.6556771124142599,-0.3963537560262485,0.312285719052691,-0.561666141062221,1
-0.015154200404876122,-0.014377036872707468,-0.01037675090850098,0.014344618932899946,-0.5534291582697574,-0.5250472609769344,-0.37895740899789043,0.5238633626080872,2
-0.01871032001783892,-0.01228060545004219,0.010504935368512401,-0.019792726907367,-0.5907882111392043,-0.38776658649448276,0.33169886824914,-0.6249657788868085,1
-0.015027461581435256,0.029462037229755884,-0.04095051237979543,-0.02140548166573538,-0.2644559006426664,0.5184780908033246,-0.7206542884499019,-0.3766974150574721,0
-0.015515713567096393,0.015668311154236364,0.0034955943948213435,0.003174253944785508,-0.6880407223460622,0.6948076269830946,0.1550113233297987,0.1407615555440274,3
-0.016458444332038972,-0.007068157683188866,0.0046745397857446466,-0.011162148145574313,-0.7613744055220606,-0.3269758821432556,0.21624613351410418,-0.516365565130721,1
-0.016104925910458305,0.01777019901464585,0.014336573062266775,0.013549905330204809,-0.5186278435638374,0.572254727895469,0.461681476382975,0.4363483707388434,3
-0.013654538756298719,0.020049277457431593,-0.025715509277566828,-0.011861324840105613,-0.36619077956355806,0.5376864552408415,-0.6896448541612017,-0.3180999276047496,0
-0.017221407876808294,-0.010535875878019428,0.00989835904063536,-0.020185243921525986,-0.569944430372681,-0.3486859970294111,0.3275873056021457,-0.6680329175804828,1
-0.01496447542568144,-0.01265380997809221,-0.009319868190088326,0.013956610503746884,-0.5799916992583795,-0.4904351500815898,-0.3612185549222015,0.5409289675509553,2
-0.017459644100208782,-0.010213614329472785,0.004310543222489801,-0.013065674646847195,-0.7137096194757491,-0.41750878510020206,0.17620497562262316,-0.5340943736810617,1
-0.017914697587853683,-0.012334060539730492,0.009025308105792346,-0.017617213563056986,-0.6091574864889424,-0.41939783129126407,0.3068895789924091,-0.599042070366114,1
-0.017269102246589778,0.015411273628858514,0.01039898933275237,0.007271126911600184,-0.6542370935947361,0.5838535624820141,0.39396399767834367,0.2754654451561414,3
-0.015554913230225597,0.01530436642528149,0.0023103126037039255,0.0046949606865776174,-0.6931741263487188,0.6820090005742386,0.10295453899112983,0.20922169246410005,3
-0.017855650177669335,0.020654283868129394,0.02475203877064737,0.017124503575082703,-0.43939790272832124,0.5082676309015848,0.6091065749974371,0.42140559885997575,3
-0.01772466941722868,0.017436873564640815,0.018880066247803064,0.014025530156254209,-0.5178799310746415,0.5094711030850544,0.5516383508734394,0.40979836744068976,3
-0.01565290525729695,-0.016696802331111982,-0.015004213589580248,0.019957168945798392,-0.4621395942458119,-0.4929598261578639,-0.44298748802773563,0.5892195606695365,2
-0.015383733271852515,-0.01543546670877546,-0.015087777339383528,0.019649781660007956,-0.4662448494331923,-0.46781276848655584,-0.4572751197366083,0.5955387635476254,2
-0.018106882258881272,-0.012238064246350808,0.011888553903205725,-0.020102941727560428,-0.5660901724984826,-0.3826085463645289,0.37168152051810205,-0.6284946015319559,1
-0.016042093418024674,-0.007895884120898502,0.005603657357451276,-0.011628113227221397,-0.7274538555683017,-0.35805123416214424,0.2541066208591843,-0.5272950094295457,1
-0.018022130046382857,-0.011098120764902169,0.01110687995306144,-0.020217146204478682,-0.5756778405194108,-0.354505387505225,0.35478518076558074,-0.6457928690174676,1
-0.014114041046323259,0.024468040042576737,-0.03284677408112605,-0.015442588896040069,-0.30687953779370347,0.5320050292003241,-0.7141826224641756,-0.3357659600961327,0
-0.01300269417956435,-0.010694050460810503,-0.012418862747031582,0.01578305143285956,-0.49616836435781125,-0.4080730848718632,-0.47389000550847876,0.6022637082647677,2
-0.017940747762747362,0.017756519323480515,0.020574623637740597,0.01617264206028486,-0.49342283570372,0.4883560168552286,0.5658620963363973,0.44479477732677275,3
-0.017232291199760323,-0.009260769667874246,0.005287215517976996,-0.011063085359413147,-0.7463712250727258,-0.4011058031693299,0.2290017895839007,-0.4791683518500531,1
-0.014713700180229978,-0.012818175636479565,-0.012043503387135931,0.012733728621834556,-0.5609576513924982,-0.48869105745661107,-0.45915679209386834,0.48547152746605016,2
-0.014952566951455797,-0.014386974592272592,-0.012530661728556639,0.016395759748322157,-0.5109480397738747,-0.49162103671319934,-0.4281884888435274,0.5602637547924821,2
-0.012979730460569036,0.02020309921443867,-0.03216572063193087,-0.015137746152189716,-0.302556704738779,0.470932978338843,-0.7497809349361872,-0.3528599154575866,0
-0.01779861885839025,-0.011401651195780434,0.009039053259097981,-0.021195555100393924,-0.5692114232701295,-0.3646322310969876,0.28907481033003046,-0.6778476567022147,1
